timestamp,C,P,netDelta,stockVolumeAll,stockVolumeBus,numStockTransactions,NOPE_busVolume,NOPE_allVolume
2020-10-01 09:35:00,15951.032799999992,-11151.9214,4799.111399999993,5016673.0,3994805.0,8225,0.12013380878415826,0.09566322939525844
2020-10-01 09:40:00,32844.17470000002,-23983.16350000001,8861.0112,6378993.0,5357125.0,7574,0.16540609375364587,0.13890924790166725
2020-10-01 09:45:00,49423.53579999998,-37732.21729999992,11691.31850000006,8703385.0,7681517.0,8418,0.1522006460442652,0.13433070581159007
2020-10-01 09:50:00,59797.3156,-59302.80030000001,494.51529999998456,9762320.0,8740452.0,6621,0.005657777195046487,0.0050655510165614785
2020-10-01 09:55:00,61319.25780000006,-76425.71959999991,-15106.461799999837,10711701.0,9689833.0,5819,-0.1559001254201165,-0.14102766498056504
2020-10-01 10:00:00,67784.4394,-87683.61399999997,-19899.17459999997,12092980.0,11071112.0,6916,-0.17973961965157584,-0.16455145547251354
2020-10-01 10:05:00,75118.657,-102572.77870000004,-27454.121700000032,12815440.0,11793572.0,5641,-0.23278885904965885,-0.21422691456555554
2020-10-01 10:10:00,79032.68189999997,-116628.06500000008,-37595.38310000012,13938449.0,12916581.0,6720,-0.29106296085628325,-0.2697242935709714
2020-10-01 10:15:00,89262.52809999998,-123891.85489999992,-34629.32679999995,15055956.0,14034088.0,7571,-0.2467515295614503,-0.23000417110676966
2020-10-01 10:20:00,98019.54429999994,-130073.46860000008,-32053.924300000133,15902077.0,14880209.0,4791,-0.21541313230210768,-0.2015706772140528
2020-10-01 10:25:00,103190.61639999984,-133155.92749999993,-29965.311100000094,17391314.0,16369446.0,5744,-0.18305635450338448,-0.17230044319825455
2020-10-01 10:30:00,111845.01389999992,-144615.0928999998,-32770.078999999896,18294370.0,17272502.0,6289,-0.1897239844001749,-0.17912657828610604
2020-10-01 10:35:00,131382.5326,-137328.96660000013,-5946.434000000125,18884829.0,17862961.0,4562,-0.03328918425114473,-0.03148788903516216
2020-10-01 10:40:00,139543.8459999999,-138596.3542,947.4917999999016,19688165.0,18666297.0,4610,0.005075949450498412,0.004812494206544397
2020-10-01 10:45:00,142046.49639999974,-146985.4940999999,-4938.997700000095,20497269.0,19475401.0,3933,-0.025360184881431175,-0.024095881748930043
2020-10-01 10:50:00,143510.6198999996,-161655.60820000025,-18144.98830000064,20883822.0,19861954.0,3366,-0.09135550459939965,-0.0868853809422463
2020-10-01 10:55:00,145367.74460000015,-167713.5242000001,-22345.77959999995,21695508.0,20673640.0,4763,-0.10808826892603311,-0.10299726376538385
2020-10-01 11:00:00,152555.7715000003,-171836.6510000003,-19280.87950000001,22527604.0,21505736.0,6633,-0.08965459029163202,-0.08558779486713283
2020-10-01 11:05:00,161995.4413000002,-177574.9140000001,-15579.472699999895,23377751.0,22355883.0,4802,-0.06968846947356047,-0.06664230746576048
