timestamp,C,P,netDelta,stockVolumeAll,stockVolumeBus,numStockTransactions,NOPE_busVolume,NOPE_allVolume
2020-04-01 09:35:00,11799.438900000005,-54172.56860000002,-42373.12970000002,11091047.0,7464861.0,40214,-0.5676345440323673,-0.38204805822209587
2020-04-01 09:40:00,28011.59069999997,-85088.24599999997,-57076.6553,14061571.0,10435385.0,24227,-0.5469530381485685,-0.4059052526918934
2020-04-01 09:45:00,42072.018300000076,-105663.3201,-63591.30179999992,16508964.0,12882778.0,17075,-0.4936148228278087,-0.3851925644758806
2020-04-01 09:50:00,53285.71289999993,-126932.4833000001,-73646.77040000014,18433048.0,14806862.0,12927,-0.49738270269554846,-0.39953658450843366
2020-04-01 09:55:00,61093.21239999994,-142682.79289999968,-81589.58049999975,20643188.0,17017002.0,15525,-0.4794591932233407,-0.3952373078228021
2020-04-01 10:00:00,66450.84660000003,-163998.32619999984,-97547.47959999985,24291378.0,20665192.0,26035,-0.4720376157163207,-0.40157244105295237
2020-04-01 10:05:00,71607.03290000012,-189026.7166000011,-117419.68370000095,26427613.0,22801427.0,16723,-0.5149663821479286,-0.44430680780742837
2020-04-01 10:10:00,87912.4648000001,-187385.9023999996,-99473.43759999944,28239224.0,24613038.0,11660,-0.40414936831446585,-0.35225273045746386
2020-04-01 10:15:00,101532.31189999994,-195896.7675,-94364.45560000004,31325916.0,27699730.0,18308,-0.340669225295698,-0.30123446541834575
2020-04-01 10:20:00,111623.67600000015,-216258.3703999997,-104634.69439999961,33395045.0,29768859.0,11872,-0.35149044308349076,-0.31332401079261796
2020-04-01 10:25:00,115571.80760000019,-229812.0420999993,-114240.23449999915,34584205.0,30958019.0,9437,-0.369016617310039,-0.33032488241380464
2020-04-01 10:30:00,120811.04219999975,-235563.7406000004,-114752.6984000006,37121421.0,33495235.0,16627,-0.34259409853371864,-0.30912797869456726
2020-04-01 10:35:00,136215.68039999966,-236646.63599999968,-100430.95560000004,38625659.0,34999473.0,10005,-0.2869499080743303,-0.26001098285468743
2020-04-01 10:40:00,138575.6728000005,-245659.9150000006,-107084.2422000001,40262927.0,36636741.0,7913,-0.2922864842153949,-0.26596238817908124
2020-04-01 10:45:00,141610.30350000007,-253738.00839999976,-112127.70489999972,41967773.0,38341587.0,13244,-0.29244408923396864,-0.2671757324364095
2020-04-01 10:50:00,156788.9184999999,-253791.2732999993,-97002.35479999943,43687590.0,40061404.0,8902,-0.2421341868098268,-0.22203640621970547
2020-04-01 10:55:00,154578.5585,-269684.3950999999,-115105.83659999992,45697283.0,42071097.0,9351,-0.2735983722982073,-0.25188770325798127
2020-04-01 11:00:00,162366.40709999946,-277208.62200000003,-114842.21490000054,47097468.0,43471282.0,10812,-0.2641794987780681,-0.2438394669114708
2020-04-01 11:05:00,187862.4023000004,-279635.1957000002,-91772.79339999985,48839526.0,45213340.0,9473,-0.2029772483076894,-0.18790680605704455
2020-04-01 11:10:00,199831.35960000008,-285412.90439999953,-85581.54479999945,50126636.0,46500450.0,9397,-0.18404455182691662,-0.1707306766007586
2020-04-01 11:15:00,203659.7768000001,-307261.19260000193,-103601.41580000172,51304678.0,47678492.0,10603,-0.21729172097137994,-0.20193366343708796
2020-04-01 11:20:00,209498.99030000038,-311720.68710000056,-102221.69680000018,53820118.0,50193932.0,10108,-0.20365349500812208,-0.1899321305835862
2020-04-01 11:25:00,199732.0485999998,-337554.5877999992,-137822.53919999936,56868625.0,53242439.0,13264,-0.25885842532495434,-0.24235250843501027
2020-04-01 11:30:00,195370.25709999976,-369348.5436000002,-173978.28650000048,58670158.0,55043972.0,13124,-0.31607146101302513,-0.2965362501665676
2020-04-01 11:35:00,211642.52140000003,-370607.54119999975,-158965.01979999972,60142044.0,56515858.0,10931,-0.2812750711490565,-0.2643159580675371
2020-04-01 11:40:00,206412.54959999962,-391894.0396999996,-185481.49009999988,62396517.0,58770331.0,13483,-0.3156039568672837,-0.2972625701207006
2020-04-01 11:45:00,211115.59779999952,-419149.21550000046,-208033.61770000105,63597691.0,59971505.0,7955,-0.3468874387928084,-0.32710875886987945
2020-04-01 11:50:00,215221.6756999997,-433549.49040000024,-218327.81470000048,64213339.0,60587153.0,5756,-0.36035331566083073,-0.34000383425007763
2020-04-01 11:55:00,222653.3679999997,-438129.9131000002,-215476.5451000005,65581134.0,61954948.0,7730,-0.3477955386226787,-0.32856483558213634
2020-04-01 12:00:00,224583.84809999992,-447372.03490000014,-222788.18680000023,67279683.0,63653497.0,12314,-0.35000148821360155,-0.3311373907632713
2020-04-01 12:05:00,219314.74579999922,-481513.68820000073,-262198.9424000015,69204735.0,65578549.0,12541,-0.39982425106722247,-0.3788742813623974
2020-04-01 12:10:00,222246.3872,-497320.8387000008,-275074.4515000008,71109335.0,67483149.0,12730,-0.40761946586102665,-0.3868331091832047
2020-04-01 12:15:00,238466.70089999968,-488076.9701000007,-249610.26920000106,72440559.0,68814373.0,10482,-0.36272984598726354,-0.3445725331854508
2020-04-01 12:20:00,230258.28420000031,-517661.227100001,-287402.94290000084,73843636.0,70217450.0,8177,-0.4093041585816643,-0.38920475543755845
2020-04-01 12:25:00,236665.14109999948,-520642.4819999996,-283977.3409,75620760.0,71994574.0,14578,-0.394442699112297,-0.3755282820484745
2020-04-01 12:30:00,236001.7115999997,-556048.6274000003,-320046.91580000066,77083185.0,73456999.0,10803,-0.43569288176338467,-0.415196797848974
2020-04-01 12:35:00,247820.8426999997,-556836.8405999991,-309015.99789999943,78718714.0,75092528.0,15299,-0.4115136434080358,-0.3925572233052479
2020-04-01 12:40:00,238979.7622999993,-600536.6276000014,-361556.8653000021,81158070.0,77531884.0,14725,-0.46633313502352414,-0.4454971209887102
2020-04-01 12:45:00,246182.01109999913,-636064.481799999,-389882.4707,83458341.0,79832155.0,15983,-0.48837773538745133,-0.46715818458457015
2020-04-01 12:50:00,238094.7861999993,-683228.6511999987,-445133.86499999935,85609148.0,81982962.0,16415,-0.5429589931137146,-0.5199606296747625
2020-04-01 12:55:00,261182.56209999928,-667998.3841,-406815.8220000009,86979081.0,83352895.0,9744,-0.48806441815848256,-0.4677168548147812
2020-04-01 13:00:00,262552.2989999995,-700742.6428000005,-438190.343800001,89004119.0,85377933.0,12693,-0.5132360651083003,-0.4923259156129628
2020-04-01 13:05:00,288045.9143999992,-686496.5913000007,-398450.6769000013,90483049.0,86856863.0,8571,-0.4587440337328339,-0.44035947208189385
2020-04-01 13:10:00,284257.7798,-710860.1361000008,-426602.3563000009,91836986.0,88210800.0,9874,-0.483616922531029,-0.46452129461217395
2020-04-01 13:15:00,286637.99909999967,-735186.9264000015,-448548.9273000019,93349706.0,89723520.0,7335,-0.49992346187488174,-0.4805038457218086
2020-04-01 13:20:00,292964.1241,-737546.8464000017,-444582.7223000017,94647171.0,91020985.0,8998,-0.48843980572172635,-0.4697263717475525
2020-04-01 13:25:00,319300.8204,-713661.0621999989,-394360.2417999989,96151202.0,92525016.0,11486,-0.42622012818673694,-0.4101459301569614
2020-04-01 13:30:00,316494.25569999963,-736120.1027999994,-419625.84709999984,97220431.0,93594245.0,7231,-0.44834577927307373,-0.43162310924130737
2020-04-01 13:35:00,304490.85570000036,-775029.3742000016,-470538.518500001,98408405.0,94782219.0,6479,-0.4964417624575776,-0.47814870945220683
2020-04-01 13:40:00,321354.39279999945,-760018.2375999991,-438663.8447999996,99258003.0,95631817.0,8625,-0.4587007322050564,-0.4419430489650286
2020-04-01 13:45:00,336413.98640000005,-747840.3916000007,-411426.4052000006,100320392.0,96694206.0,9810,-0.4254923042648498,-0.41011243775841766
2020-04-01 13:50:00,337493.1178000002,-757808.8406999995,-420315.7228999993,101594894.0,97968708.0,7892,-0.42903058688902923,-0.41371736939850473
2020-04-01 13:55:00,356104.53530000034,-747441.8755000022,-391337.3402000019,102572958.0,98946772.0,7812,-0.3955028873503846,-0.3815209659840383
2020-04-01 14:00:00,371937.96470000007,-745451.7583000006,-373513.79360000044,103741464.0,100115278.0,9381,-0.3730837101606015,-0.36004291745873224
