timestamp,C,P,netDelta
2020-09-01 16:10:00,517441.29629999964,-300012.9502000003,217428.34609999927
2020-09-01 16:15:00,536334.8589999996,-294448.07400000014,241886.7849999993
2020-09-02 09:35:00,33109.01549999999,-19728.1623,13380.85319999999
2020-09-02 09:40:00,52805.501599999974,-30611.373900000013,22194.12769999995
2020-09-02 09:45:00,77768.32829999985,-39524.51989999999,38243.80839999986
2020-09-02 09:50:00,82944.18080000006,-55363.19630000005,27580.98450000001
2020-09-02 09:55:00,95640.88049999958,-69527.74740000004,26113.13309999954
2020-09-02 10:00:00,106436.38389999984,-96409.82700000047,10026.556899999356
2020-09-02 10:05:00,126334.59920000016,-96317.93329999992,30016.665900000215
2020-09-02 10:10:00,131490.33169999984,-121751.19699999994,9739.134699999908
2020-09-02 10:15:00,155698.74759999994,-113250.3546999998,42448.39290000014
2020-09-02 10:20:00,179241.20079999988,-118161.82730000008,61079.373499999805
2020-09-02 10:25:00,199755.19929999995,-125671.30219999995,74083.8971
2020-09-02 10:30:00,222661.72070000024,-128854.60810000016,93807.11260000008
2020-09-02 10:35:00,249753.1978,-135537.41709999993,114215.7807
2020-09-02 10:40:00,239856.85529999988,-165127.83140000017,74729.02389999978
2020-09-02 10:45:00,247138.13630000016,-176899.98890000032,70238.14739999983
2020-09-02 10:50:00,258267.98889999985,-178150.12309999918,80117.86580000064
2020-09-02 10:55:00,283907.7950000004,-168934.1256000001,114973.66940000029
2020-09-02 11:00:00,282334.3449000006,-180545.2311999997,101789.11370000087
2020-09-02 11:05:00,293100.7579000008,-182185.5591999997,110915.19870000107
2020-09-02 11:10:00,274301.7053999991,-211317.24600000013,62984.459399998974
2020-09-02 11:15:00,292723.8403000007,-204578.8855,88144.9548000007
2020-09-02 11:20:00,288180.86020000034,-222572.4178999998,65608.44230000055
2020-09-02 11:25:00,282739.6651999997,-238104.71019999924,44634.95500000045
2020-09-02 11:30:00,295542.9666000009,-239437.2420999993,56105.724500001525
2020-09-02 11:35:00,313516.5490999999,-238998.9905000005,74517.55859999941
2020-09-02 11:40:00,268677.50740000024,-314185.4354999999,-45507.92809999967
2020-09-02 11:45:00,303396.6268999996,-301050.86570000014,2345.761199999484
2020-09-02 11:50:00,328781.27900000045,-287507.1254000005,41274.1535999999
2020-09-02 11:55:00,342379.51779999986,-283145.8304000001,59233.6873999997
2020-09-02 12:00:00,376886.4735000007,-269877.4858000006,107008.98770000006
2020-09-02 12:05:00,386968.89239999984,-275534.4780000011,111434.41439999873
2020-09-02 12:10:00,397081.34919999953,-276866.8207000002,120214.52849999926
2020-09-02 12:15:00,414520.9741000002,-270835.35329999955,143685.62080000067
2020-09-02 12:20:00,453310.2680999995,-262862.31410000037,190447.95399999915
2020-09-02 12:25:00,468477.3988000008,-263452.8089000001,205024.58990000078
2020-09-02 12:30:00,473556.9363000003,-269872.8584999993,203684.07780000093
2020-09-02 12:35:00,484558.9553000005,-272841.7064,211717.24890000038
2020-09-02 12:40:00,501599.1119000008,-273981.04020000057,227618.0717000002
2020-09-02 12:45:00,514893.15160000115,-272718.1929000009,242174.9587000002
2020-09-02 12:50:00,525842.9194000001,-283887.0820000001,241955.8374
2020-09-02 12:55:00,534766.1371999983,-284466.36580000084,250299.77139999738
2020-09-02 13:00:00,537752.8935999994,-287112.65179999993,250640.24179999947
2020-09-02 13:05:00,524953.4751999987,-301122.7040999996,223830.77109999914
2020-09-02 13:10:00,544483.6167999996,-294423.66379999986,250059.9529999997
2020-09-02 13:15:00,615309.9818999993,-272576.7709000004,342733.2109999989
2020-09-02 13:20:00,633913.0868000007,-279682.4584000004,354230.62840000034
2020-09-02 13:25:00,663890.4294999994,-276293.5145000005,387596.91499999893
2020-09-02 13:30:00,687557.8935999986,-284992.11049999954,402565.783099999
2020-09-02 13:35:00,707820.5146000005,-291066.6279999995,416753.88660000096
2020-09-02 13:40:00,721600.552099999,-296207.71909999964,425392.8329999994
2020-09-02 13:45:00,725943.7219999972,-307165.0851999994,418778.6367999977
2020-09-02 13:50:00,731380.4881000008,-315168.10809999873,416212.3800000021
2020-09-02 13:55:00,729793.9961000013,-327602.3336999993,402191.6624000019
2020-09-02 14:00:00,742081.3997000012,-333414.5131999993,408666.8865000021
2020-09-02 14:05:00,731688.0283000015,-360923.1508999998,370764.87740000186
2020-09-02 14:10:00,749224.8812000012,-359556.4871999997,389668.3940000015
2020-09-02 14:15:00,732455.9079999994,-385708.7389000002,346747.1690999991
2020-09-02 14:20:00,773430.5856999984,-367460.33720000024,405970.2484999984
2020-09-02 14:25:00,797645.3392999999,-358668.61649999995,438976.7228
2020-09-02 14:30:00,804761.8069999998,-361523.5213999995,443238.2856000004
2020-09-02 14:35:00,820303.5899999983,-359906.5927999992,460396.99719999905
2020-09-02 14:40:00,809812.1729000006,-376423.1577000008,433389.0151999999
2020-09-02 14:45:00,817979.3215000004,-384051.43880000064,433927.88269999984
2020-09-02 14:50:00,863543.680899997,-368651.4434000001,494892.237499997
2020-09-02 14:55:00,860222.6550999993,-385339.5857000007,474883.0693999985
2020-09-02 15:00:00,883542.492700001,-380737.2419999987,502805.25070000225
2020-09-02 15:05:00,917826.2616000012,-372384.77110000025,545441.490500001
2020-09-02 15:10:00,926884.4270000013,-375639.01549999963,551245.4115000014
2020-09-02 15:15:00,1012566.5998999974,-352553.17629999935,660013.423599998
2020-09-02 15:20:00,1060494.9136000015,-350982.6307000002,709512.2829000015
2020-09-02 15:25:00,1091203.2848000035,-356729.0040999999,734474.2807000036
2020-09-02 15:30:00,1081650.2917000016,-375259.0800999996,706391.211600002
2020-09-02 15:35:00,1129041.996099998,-375015.1136999989,754026.8823999991
2020-09-02 15:40:00,1165987.2425999984,-376291.97180000023,789695.2707999981
2020-09-02 15:45:00,1221820.335300005,-371699.1110999999,850121.2242000055
2020-09-02 15:50:00,1221211.0791000004,-366822.22929999983,854388.8498000007
2020-09-02 15:55:00,1301809.8872999966,-384391.7443000005,917418.142999996
2020-09-02 16:00:00,1166378.758,-455256.5818000001,711122.1762000001
2020-09-02 16:05:00,1261094.8347999956,-436788.4636999999,824306.3710999957
2020-09-02 16:10:00,1265577.9459000023,-438171.164300001,827406.7816000016
2020-09-02 16:15:00,1261489.8638000062,-442535.8553999993,818954.0084000069
2020-09-03 09:35:00,15732.2113,-29121.19690000002,-13388.985600000022
2020-09-03 09:40:00,31572.7793,-41386.77530000008,-9813.996000000076
2020-09-03 09:45:00,43152.795500000015,-62792.598500000124,-19639.8030000001
2020-09-03 09:50:00,63002.33189999997,-76123.82219999997,-13121.490299999998
2020-09-03 09:55:00,67964.21990000003,-98594.71409999995,-30630.494199999946
2020-09-03 10:00:00,80775.57289999997,-103560.31640000011,-22784.743500000128
2020-09-03 10:05:00,86260.43929999997,-112495.99960000004,-26235.560300000052
2020-09-03 10:10:00,91961.24839999992,-145209.36159999992,-53248.11319999999
2020-09-03 10:15:00,108489.7272999999,-159884.25249999986,-51394.52519999993
2020-09-03 10:20:00,108948.0226,-198760.919,-89812.89639999998
2020-09-03 10:25:00,112892.30469999994,-263557.5227999998,-150665.21809999982
2020-09-03 10:30:00,137558.3886000001,-274806.8633000002,-137248.4747000001
2020-09-03 10:35:00,148356.78080000024,-294572.3026999998,-146215.5218999996
2020-09-03 10:40:00,147955.8959,-337865.6476000005,-189909.75170000052
2020-09-03 10:45:00,157710.28070000073,-353930.92020000063,-196220.63949999984
2020-09-03 10:50:00,152825.5730999998,-421204.61610000045,-268379.0430000007
2020-09-03 10:55:00,190296.00020000016,-406399.6619000005,-216103.66170000032
2020-09-03 11:00:00,193053.02069999996,-428543.38840000075,-235490.3677000008
2020-09-03 11:05:00,175187.6120999998,-503256.9845999992,-328069.3724999994
2020-09-03 11:10:00,176711.58300000013,-584144.079999999,-407432.49699999904
2020-09-03 11:15:00,188700.5915999998,-611846.9006000028,-423146.30900000304
2020-09-03 11:20:00,155426.19660000026,-780571.9279999988,-625145.7313999984
2020-09-03 11:25:00,194460.1143999996,-802725.7517,-608265.6373000004
2020-09-03 11:30:00,226876.81319999968,-783815.7716999998,-556938.9585000002
2020-09-03 11:35:00,247103.35499999984,-796216.5757999981,-549113.2207999983
2020-09-03 11:40:00,300203.98520000075,-773651.0291999995,-473447.04399999883
2020-09-03 11:45:00,327559.5095999993,-771185.9622999995,-443626.45270000026
2020-09-03 11:50:00,360373.51859999937,-784145.7232000006,-423772.20460000134
2020-09-03 11:55:00,389749.31729999953,-753106.7507999991,-363357.4334999995
2020-09-03 12:00:00,352458.7357000008,-845999.3781000008,-493540.6424
2020-09-03 12:05:00,350579.0775999998,-881313.5597999998,-530734.4822
2020-09-03 12:10:00,376564.10260000033,-864005.5403000009,-487441.4377000007
2020-09-03 12:15:00,394594.1157000004,-848830.3459999977,-454236.2302999972
2020-09-03 12:20:00,399216.49120000063,-856794.4433000019,-457577.95210000116
2020-09-03 12:25:00,377614.2136,-907631.6314000012,-530017.4178000013
2020-09-03 12:30:00,370581.9502000013,-938573.0833000005,-567991.1330999993
2020-09-03 12:35:00,335778.7013999993,-1028656.9042999996,-692878.2029000004
2020-09-03 12:40:00,370991.0911000016,-1004514.6670999988,-633523.5759999971
2020-09-03 12:45:00,352209.8559999995,-1062600.1260000016,-710390.270000002
2020-09-03 12:50:00,340510.15760000044,-1118537.904399999,-778027.7467999985
2020-09-03 12:55:00,354850.77550000045,-1123346.8741000022,-768496.0986000019
2020-09-03 13:00:00,352119.10029999993,-1155994.8962000015,-803875.7959000019
2020-09-03 13:05:00,333855.4120000001,-1257943.3347000005,-924087.9227000005
2020-09-03 13:10:00,375305.57380000036,-1203605.336,-828299.7621999995
2020-09-03 13:15:00,428131.6968000004,-1149920.9664000042,-721789.2696000037
2020-09-03 13:20:00,394994.41699999967,-1247631.311499995,-852636.894499995
2020-09-03 13:25:00,415442.09230000095,-1235997.4417999964,-820555.3494999956
2020-09-03 13:30:00,466763.8242999994,-1172517.436700001,-705753.6124000016
2020-09-03 13:35:00,412579.8253999989,-1307500.4922000042,-894920.6668000051
2020-09-03 13:40:00,407540.234599999,-1336232.0322999966,-928691.7976999977
2020-09-03 13:45:00,406930.9302999991,-1359951.6808,-953020.7505000008
2020-09-03 13:50:00,406761.90229999967,-1379051.9637000042,-972290.0614000044
2020-09-03 13:55:00,460618.56209999893,-1299261.3097999971,-838642.747699998
2020-09-03 14:00:00,449440.65299999906,-1332421.0706999986,-882980.4176999999
2020-09-03 14:05:00,465431.30549999897,-1322747.2403000006,-857315.9348000017
2020-09-03 14:10:00,469633.5799000011,-1325071.485099999,-855437.9051999978
2020-09-03 14:15:00,471552.2260999989,-1345751.1043999968,-874198.878299998
2020-09-03 14:20:00,453874.38949999865,-1409211.3380000012,-955336.9485000029
2020-09-03 14:25:00,459144.8188000007,-1422207.4606999976,-963062.6418999969
2020-09-03 14:30:00,491428.5421999999,-1393519.3260999986,-902090.7838999988
2020-09-03 14:35:00,536622.7158999983,-1340081.1365999982,-803458.4206999999
2020-09-03 14:40:00,546110.3921999965,-1348305.2479999969,-802194.8558000004
2020-09-03 14:45:00,519669.56740000047,-1415472.7677999958,-895803.2003999953
2020-09-03 14:50:00,507253.1035999999,-1454671.777299999,-947418.6736999992
2020-09-03 14:55:00,500989.97429999977,-1485547.221200002,-984557.246900002
2020-09-03 15:00:00,467622.22309999884,-1587601.7613999972,-1119979.5382999985
2020-09-03 15:05:00,456734.3763,-1649126.0383000043,-1192391.6620000042
2020-09-03 15:10:00,473501.89810000063,-1649063.0062000041,-1175561.1081000036
2020-09-03 15:15:00,515414.3758999994,-1592877.8589999985,-1077463.4830999991
2020-09-03 15:20:00,495969.9440000001,-1661255.5338000024,-1165285.5898000023
2020-09-03 15:25:00,469611.88750000007,-1744404.0314999984,-1274792.1439999985
2020-09-03 15:30:00,461573.7875999999,-1793406.9145999984,-1331833.1269999985
2020-09-03 15:35:00,455669.8737999997,-1835244.0870000012,-1379574.2132000015
2020-09-03 15:40:00,539429.8202999998,-1712279.9089999974,-1172850.0886999979
2020-09-03 15:45:00,584644.3894999989,-1673452.6356000006,-1088808.2461000015
2020-09-03 15:50:00,529717.1193999993,-1804114.8294000009,-1274397.7100000014
2020-09-03 15:55:00,623088.9834000013,-1675269.6087999982,-1052180.625399997
2020-09-03 16:00:00,660365.9883000011,-1661484.8469000044,-1001118.8586000032
2020-09-03 16:05:00,737784.0109000003,-1541726.269400004,-803942.2585000037
2020-09-03 16:10:00,771078.1864000009,-1504990.4148000057,-733912.2284000046
2020-09-03 16:15:00,726608.692499997,-1597806.9972999976,-871198.3048000006
2020-09-04 09:35:00,18428.361400000013,-15650.938700000019,2777.4226999999933
2020-09-04 09:40:00,30144.355899999984,-34010.294299999994,-3865.9384000000023
2020-09-04 09:45:00,43762.67859999995,-52195.83219999998,-8433.153600000027
2020-09-04 09:50:00,49419.174899999874,-90598.65859999994,-41179.48370000006
2020-09-04 09:55:00,52974.82470000011,-127086.62360000008,-74111.79889999997
2020-09-04 10:00:00,60631.13679999997,-164152.65770000007,-103521.52090000006
2020-09-04 10:05:00,74259.2702999999,-171600.5357,-97341.26540000009
2020-09-04 10:10:00,75141.47649999977,-191962.16499999983,-116820.68850000008
2020-09-04 10:15:00,71778.86530000005,-252248.6841999993,-180469.81889999926
2020-09-04 10:20:00,71898.43500000001,-343396.40869999863,-271497.97369999863
2020-09-04 10:25:00,85871.46499999991,-375640.4861000007,-289769.02110000077
2020-09-04 10:30:00,87054.48589999984,-443617.0677999996,-356562.58189999976
2020-09-04 10:35:00,98839.9916000002,-498203.2708999997,-399363.27929999947
2020-09-04 10:40:00,112485.86860000012,-583486.7687000011,-471000.9001000008
2020-09-04 10:45:00,106385.92490000011,-727615.5818000006,-621229.6569000006
2020-09-04 10:50:00,144539.89700000026,-696025.3719000012,-551485.474900001
2020-09-04 10:55:00,156735.84200000006,-714950.4700000004,-558214.6280000004
2020-09-04 11:00:00,178358.24050000074,-701297.5370000005,-522939.2964999997
2020-09-04 11:05:00,188207.49129999962,-740816.2378,-552608.7465000004
2020-09-04 11:10:00,178006.68419999923,-811547.1636999978,-633540.4794999986
2020-09-04 11:15:00,197670.7121000008,-782665.5962000003,-584994.8840999993
2020-09-04 11:20:00,198280.67929999984,-808978.0576000005,-610697.3783000007
2020-09-04 11:25:00,186610.61440000008,-888997.7824000025,-702387.1680000024
2020-09-04 11:30:00,202623.04869999987,-916030.7371999981,-713407.6884999983
2020-09-04 11:35:00,235697.64599999983,-845414.0016999987,-609716.3556999989
2020-09-04 11:40:00,251241.8968000001,-839629.4555000014,-588387.5587000013
2020-09-04 11:45:00,225666.96230000013,-939553.7307999996,-713886.7684999995
2020-09-04 11:50:00,246219.58290000047,-893834.2104999984,-647614.6275999979
2020-09-04 11:55:00,292029.90859999857,-800818.1479999975,-508788.2393999989
2020-09-04 12:00:00,305859.31979999953,-806730.0354999994,-500870.71569999977
2020-09-04 12:05:00,322526.55739999923,-801060.5517,-478533.9943000007
2020-09-04 12:10:00,306972.5881999995,-863960.2835999995,-556987.6954000001
2020-09-04 12:15:00,323019.9214999999,-852172.9006000025,-529152.9791000028
2020-09-04 12:20:00,312518.8437999995,-905544.1313000008,-593025.2875000014
2020-09-04 12:25:00,354427.4714999997,-826467.3554999974,-472039.8839999975
2020-09-04 12:30:00,402767.3971999985,-773589.7161999996,-370822.319000001
2020-09-04 12:35:00,438449.9677999995,-750277.956600002,-311827.9888000025
2020-09-04 12:40:00,454787.85339999956,-766586.0114999977,-311798.1580999981
2020-09-04 12:45:00,464941.77370000095,-777894.8710999999,-312953.097399999
2020-09-04 12:50:00,459591.89250000025,-812483.5703000001,-352891.67779999995
2020-09-04 12:55:00,472354.5372000007,-825340.4301999992,-352985.8929999986
2020-09-04 13:00:00,486001.1586999986,-816314.4870000007,-330313.3283000021
2020-09-04 13:05:00,440412.17159999994,-922394.4927000005,-481982.32110000064
2020-09-04 13:10:00,459665.8466,-912290.8983000049,-452625.0517000048
2020-09-04 13:15:00,465447.57069999975,-913613.2454000006,-448165.6747000008
2020-09-04 13:20:00,420448.28230000107,-1051053.4036999985,-630605.1213999972
2020-09-04 13:25:00,454926.6864000005,-989581.8590000016,-534655.1726000011
2020-09-04 13:30:00,455048.5860000003,-998265.5038000022,-543216.9178000018
2020-09-04 13:35:00,438515.76940000063,-1061903.0712000008,-623387.3018000002
2020-09-04 13:40:00,488234.5831000008,-983417.0095999995,-495182.4264999989
2020-09-04 13:45:00,482618.1304000021,-1007065.2741999994,-524447.1437999974
2020-09-04 13:50:00,517835.9465000014,-979162.3947000002,-461326.4481999988
2020-09-04 13:55:00,540621.7366000001,-962335.9709999977,-421714.2343999974
2020-09-04 14:00:00,554199.0469999993,-961290.3532000008,-407091.3062000014
2020-09-04 14:05:00,540022.5792000003,-994065.0506999992,-454042.4714999989
2020-09-04 14:10:00,555136.3472000015,-990078.2628000013,-434941.91559999983
2020-09-04 14:15:00,533956.4126000018,-1033695.4300000034,-499739.0174000016
2020-09-04 14:20:00,584350.4555999998,-962331.3967999977,-377980.9411999979
2020-09-04 14:25:00,598390.1736000007,-950237.5031999996,-351847.3295999989
2020-09-04 14:30:00,658370.1377999985,-889247.3835000013,-230877.24570000282
2020-09-04 14:35:00,657834.4575999996,-906861.1921000013,-249026.73450000165
2020-09-04 14:40:00,776346.1230999997,-790717.5277000035,-14371.404600003618
2020-09-04 14:45:00,809001.6476000003,-777437.9798000016,31563.667799998657
2020-09-04 14:50:00,865219.1954999998,-753314.2606000019,111904.93489999813
2020-09-04 14:55:00,859987.7642999993,-769168.9905999979,90818.77370000131
2020-09-04 15:00:00,980171.1697000013,-676971.3998999979,303199.7698000034
2020-09-04 15:05:00,972673.9426000029,-704930.0769000003,267743.8657000024
2020-09-04 15:10:00,1004685.2380999986,-694071.2177999988,310614.0202999997
2020-09-04 15:15:00,897054.1670999979,-800685.5343000016,96368.63279999631
2020-09-04 15:20:00,1030489.1477999996,-700668.153699997,329820.9941000027
2020-09-04 15:25:00,1099626.5491000044,-656707.8569999996,442918.69210000476
2020-09-04 15:30:00,1105119.1752999977,-665322.6204000013,439796.5548999964
2020-09-04 15:35:00,1056126.1861999985,-714581.4097000004,341544.77649999794
2020-09-04 15:40:00,926538.2261000016,-855559.2111999979,70979.01490000368
2020-09-04 15:45:00,913256.6843000008,-890731.042,22525.642300000763
2020-09-04 15:50:00,867656.8942999996,-933962.9236,-66306.0293000004
2020-09-04 15:55:00,940139.8116000013,-871799.0215999987,68340.79000000225
2020-09-04 16:00:00,897525.5471999987,-937080.9452000012,-39555.39800000248
2020-09-04 16:05:00,870173.3638999978,-956412.6885999992,-86239.32470000128
2020-09-04 16:10:00,873143.1434000016,-964961.9546000002,-91818.81119999873
2020-09-04 16:15:00,832106.3254999993,-1010197.0615000004,-178090.73600000094
2020-09-08 09:35:00,15507.501800000013,-28576.38269999998,-13068.880899999971
2020-09-08 09:40:00,29495.832499999957,-63048.87730000003,-33553.044800000076
2020-09-08 09:45:00,39938.70060000003,-118160.65380000016,-78221.95320000009
2020-09-08 09:50:00,51485.79429999999,-152034.97530000063,-100549.18100000068
2020-09-08 09:55:00,67385.49080000007,-158223.58950000012,-90838.09870000005
2020-09-08 10:00:00,94630.11949999977,-160298.15049999993,-65668.03100000018
2020-09-08 10:05:00,93846.5403999999,-200059.05350000007,-106212.51310000016
2020-09-08 10:10:00,120219.71839999994,-195838.90430000005,-75619.18590000011
2020-09-08 10:15:00,144575.6187000001,-193113.75399999926,-48538.13529999921
2020-09-08 10:20:00,149098.64679999993,-222712.83660000013,-73614.18980000014
2020-09-08 10:25:00,171174.04540000018,-220265.78149999995,-49091.736099999776
2020-09-08 10:30:00,183236.45350000027,-220202.8777999998,-36966.42429999955
2020-09-08 10:35:00,193310.41609999948,-235980.02329999997,-42669.60720000044
2020-09-08 10:40:00,215209.81510000007,-232207.56159999996,-16997.746499999863
2020-09-08 10:45:00,197625.83350000012,-273036.36750000005,-75410.53399999996
2020-09-08 10:50:00,184089.09080000012,-319292.3160999995,-135203.22529999938
2020-09-08 10:55:00,215346.41810000004,-312266.72219999955,-96920.30409999953
2020-09-08 11:00:00,217357.23660000038,-323586.5881999996,-106229.35159999918
2020-09-08 11:05:00,236292.00380000012,-317622.7461999988,-81330.74239999865
2020-09-08 11:10:00,248611.44010000015,-312223.90190000023,-63612.46180000005
2020-09-08 11:15:00,266207.72469999944,-313225.38520000025,-47017.66050000087
2020-09-08 11:20:00,280471.9792999995,-303958.83859999984,-23486.85930000036
2020-09-08 11:25:00,265158.47830000025,-336971.8505999995,-71813.37229999923
2020-09-08 11:30:00,271526.7797999999,-342219.59769999987,-70692.81789999997
2020-09-08 11:35:00,260435.8526,-378314.9467999996,-117879.09419999957
2020-09-08 11:40:00,257535.20569999953,-391675.21569999953,-134140.01
2020-09-08 11:45:00,269071.7586,-397110.0857999997,-128038.32719999972
2020-09-08 11:50:00,271600.12830000056,-405996.1398999993,-134396.01159999875
2020-09-08 11:55:00,253576.4709000009,-447433.8111999993,-193857.34029999844
2020-09-08 12:00:00,286585.5516000002,-419107.4502999996,-132521.89869999947
2020-09-08 12:05:00,298592.9741,-416743.89459999884,-118150.92049999881
2020-09-08 12:10:00,316349.5530999983,-404418.8243999989,-88069.27130000066
2020-09-08 12:15:00,319019.7432999993,-411905.88059999846,-92886.13729999909
2020-09-08 12:20:00,328389.66789999965,-412421.87290000025,-84032.20500000054
2020-09-08 12:25:00,357440.70359999954,-393427.69990000076,-35986.99630000122
2020-09-08 12:30:00,332583.79269999906,-426962.76210000046,-94378.96940000141
2020-09-08 12:35:00,345960.10749999946,-423660.9061000004,-77700.79860000091
2020-09-08 12:40:00,348556.7325999991,-426704.9199999994,-78148.18740000023
2020-09-08 12:45:00,359852.9698999994,-422948.57499999984,-63095.60510000045
2020-09-08 12:50:00,397352.20469999977,-396988.10030000017,364.1043999996617
2020-09-08 12:55:00,403056.72399999993,-407516.56160000025,-4459.837600000261
2020-09-08 13:00:00,405837.50689999893,-412448.29179999983,-6610.784900000901
2020-09-08 13:05:00,399777.715499999,-424853.299499999,-25075.58399999997
2020-09-08 13:10:00,381043.3100999993,-447439.5956,-66396.28550000064
2020-09-08 13:15:00,425611.7473999979,-415936.40539999935,9675.34199999849
2020-09-08 13:20:00,453687.7359000008,-408139.57989999955,45548.156000001356
2020-09-08 13:25:00,457806.2582,-413375.1174999995,44431.14070000046
2020-09-08 13:30:00,449166.29389999906,-428544.4516999999,20621.8421999992
2020-09-08 13:35:00,455356.57449999935,-430357.33419999894,24999.240300000587
2020-09-08 13:40:00,482552.2863999992,-422659.0174999986,59893.268900000614
2020-09-08 13:45:00,496534.81939999905,-418874.27090000093,77660.54849999823
2020-09-08 13:50:00,505976.76079999853,-422871.19820000115,83105.56259999727
2020-09-08 13:55:00,517819.8133999997,-419506.7825999996,98313.03080000008
2020-09-08 14:00:00,495503.32649999927,-444561.3870000008,50941.939499998516
2020-09-08 14:05:00,472940.6083999988,-471773.18370000063,1167.4246999981694
2020-09-08 14:10:00,477796.17650000023,-474059.3813000007,3736.795199999469
2020-09-08 14:15:00,453111.80049999896,-504598.92619999935,-51487.12570000038
2020-09-08 14:20:00,433989.12769999955,-541287.7737,-107298.64600000053
2020-09-08 14:25:00,423712.9701999999,-572409.7218000023,-148696.75160000235
2020-09-08 14:30:00,418366.68989999936,-599892.0129000009,-181525.3230000015
2020-09-08 14:35:00,421211.9284000013,-615690.6356000013,-194478.7072
2020-09-08 14:40:00,381499.1882999999,-692821.4588000011,-311322.2705000012
2020-09-08 14:45:00,352410.52960000123,-778442.4140000001,-426031.884399999
2020-09-08 14:50:00,377428.716899999,-774396.8186999997,-396968.1018000007
2020-09-08 14:55:00,364027.69039999886,-834299.1459000005,-470271.45550000155
2020-09-08 15:00:00,430923.9970999995,-751695.7988999989,-320771.80179999943
2020-09-08 15:05:00,358121.2027000003,-911085.2658,-552964.0630999997
2020-09-08 15:10:00,388434.87310000026,-880985.9869999989,-492551.11389999866
2020-09-08 15:15:00,426015.06379999936,-838432.9746000022,-412417.9108000028
2020-09-08 15:20:00,445087.52039999893,-840234.8407000042,-395147.3203000053
2020-09-08 15:25:00,479859.0685000003,-813859.3264000013,-334000.257900001
2020-09-08 15:30:00,531965.0305000015,-755564.2003000014,-223599.16979999992
2020-09-08 15:35:00,490370.14419999975,-835137.8996999994,-344767.7554999996
2020-09-08 15:40:00,529018.8948000009,-796750.1706000012,-267731.2758000003
2020-09-08 15:45:00,531797.7131000003,-799923.7513000013,-268126.038200001
2020-09-08 15:50:00,508125.28949999966,-852580.1118000007,-344454.8223000009
2020-09-08 15:55:00,450436.9337000002,-969275.5671999978,-518838.6334999977
2020-09-08 16:00:00,435894.9240000015,-1039040.9558000015,-603146.0318
2020-09-08 16:05:00,464947.3650000014,-974662.8439000004,-509715.4788999989
2020-09-08 16:10:00,440873.8626000003,-1040170.2654000012,-599296.4028000007
2020-09-08 16:15:00,454255.9237000006,-1015465.003,-561209.0792999995
2020-09-09 09:35:00,17821.102799999986,-15581.498500000003,2239.6042999999845
2020-09-09 09:40:00,27272.83800000001,-29680.069100000015,-2407.2311000000045
2020-09-09 09:45:00,40706.37229999997,-38939.44610000004,1766.9261999999362
2020-09-09 09:50:00,44465.157499999914,-49500.12020000003,-5034.96270000012
2020-09-09 09:55:00,58457.213499999874,-53488.374799999925,4968.838699999964
2020-09-09 10:00:00,71618.5988,-55294.43879999999,16324.160000000016
2020-09-09 10:05:00,100179.44439999985,-63826.98440000008,36352.45999999977
2020-09-09 10:10:00,105346.80170000004,-78675.1857999999,26671.615900000117
2020-09-09 10:15:00,121948.45869999974,-85787.80369999983,36160.654999999904
2020-09-09 10:20:00,142370.01919999972,-90538.68719999971,51831.332
2020-09-09 10:25:00,156863.9710000001,-94297.88930000008,62566.08170000002
