timestamp,C,P,netDelta,stockVolumeAll,stockVolumeBus,numStockTransactions,NOPE_busVolume,NOPE_allVolume
2020-03-02 09:35:00,22556.1554,-30545.70989999996,-7989.554499999962,16392914.0,10810394.0,51271.0,-0.07390622857964253,-0.048737854050841495
2020-03-02 09:40:00,33351.06369999998,-56522.80440000009,-23171.740700000108,20534477.0,14951957.0,52186.0,-0.15497463442410986,-0.11284310138505162
2020-03-02 09:45:00,45135.68930000005,-76516.88570000001,-31381.196399999964,23308972.0,17726452.0,35194.0,-0.17703032958879739,-0.1346314045939047
2020-03-02 09:50:00,53965.57759999994,-86347.17400000013,-32381.596400000177,25798734.0,20216214.0,30404.0,-0.16017636338831878,-0.1255162226177462
2020-03-02 09:55:00,65982.9376999998,-99715.21540000006,-33732.277700000246,28402796.0,22820276.0,30313.0,-0.14781713288656215,-0.11876393331135515
2020-03-02 10:00:00,67867.65980000008,-119036.66159999995,-51169.00179999988,30982240.0,25399720.0,27946.0,-0.20145498375572599,-0.16515591448520148
2020-03-02 10:05:00,75325.56880000001,-132028.78020000018,-56703.211400000175,34456869.0,28874349.0,34214.0,-0.19637918555324027,-0.16456286669575282
2020-03-02 10:10:00,77181.58469999999,-170091.82849999974,-92910.24379999976,36966550.0,31384030.0,23723.0,-0.2960430633032143,-0.25133598834622045
2020-03-02 10:15:00,95839.56820000015,-160679.98220000026,-64840.414000000106,38633607.0,33051087.0,17525.0,-0.19618239484831498,-0.16783422267561013
2020-03-02 10:20:00,97739.90710000011,-181025.6765999999,-83285.76949999978,40222278.0,34639758.0,18096.0,-0.24043403969508037,-0.20706378067398315
2020-03-02 10:25:00,95814.11040000002,-201423.94749999995,-105609.83709999992,42204273.0,36621753.0,22120.0,-0.2883800704461087,-0.25023493971807054
2020-03-02 10:30:00,108431.38699999986,-196288.29479999968,-87856.90779999983,44309772.0,38727252.0,22150.0,-0.2268606814653408,-0.19827885325160288
2020-03-02 10:35:00,109012.38750000011,-210983.49150000012,-101971.10399999998,46791931.0,41209411.0,24498.0,-0.24744615738380726,-0.21792454771742586
2020-03-02 10:40:00,133845.2505,-197399.2245000004,-63553.97400000032,48647688.0,43065168.0,19793.0,-0.14757628253069935,-0.13064130406361824
2020-03-02 10:45:00,147276.55680000078,-198772.70140000046,-51496.14459999965,51323286.0,45740766.0,24954.0,-0.11258260213657037,-0.10033680345408838
2020-03-02 10:50:00,181376.343,-200218.9814,-18842.6384,54241401.0,48658881.0,27237.0,-0.0387239451725164,-0.034738480298471645
2020-03-02 10:55:00,200739.5736999996,-206856.0309,-6116.457200000413,56175066.0,50592546.0,21514.0,-0.012089641031310053,-0.010888206522090091
2020-03-02 11:00:00,192694.60720000046,-236178.1264000004,-43483.519199999886,58876119.0,53293599.0,23762.0,-0.08159238635769352,-0.07385595371868836
2020-03-02 11:05:00,209404.8162,-235735.3394000002,-26330.52320000023,60785975.0,55203455.0,21411.0,-0.04769723779064232,-0.043316773647210934
2020-03-02 11:10:00,211690.4730000001,-255208.08270000012,-43517.60970000003,64090907.0,58508387.0,42201.0,-0.0743784129615469,-0.06789981876836292
2020-03-02 11:15:00,265953.55629999976,-230581.77280000038,35371.783499999496,67018047.0,61435527.0,33579.0,0.057575453857504136,0.052779490127486846
2020-03-02 11:20:00,274369.30509999924,-246567.56420000005,27801.74089999919,69039907.0,63457387.0,22465.0,0.04381166986910316,0.04026908799283172
2020-03-02 11:25:00,295639.0282999997,-249293.04699999964,46345.98130000002,71072208.0,65489688.0,18196.0,0.07076836478439173,0.06520971080566404
2020-03-02 11:30:00,319275.5835000004,-252684.71760000056,66590.8658999998,73530435.0,67947915.0,21516.0,0.0980028097992408,0.09056231735879136
2020-03-02 11:35:00,318473.7636999993,-268812.6201000005,49661.143599998846,75246917.0,69664397.0,16623.0,0.07128626061314913,0.06599757914334065
2020-03-02 11:40:00,356757.93160000135,-256828.48100000003,99929.45060000126,77398347.0,71815827.0,17936.0,0.13914683541832812,0.129110574674161
2020-03-02 11:45:00,365362.148700001,-267065.29220000014,98296.85650000095,79567753.0,73985233.0,15110.0,0.1328601026369694,0.12353856027579534
2020-03-02 11:50:00,371125.1070999997,-274021.55440000026,97103.55269999948,81643301.0,76060781.0,16903.0,0.1276657318309675,0.1189363383286027
2020-03-02 11:55:00,406017.1307000007,-267499.7469000002,138517.38380000048,83616730.0,78034210.0,15400.0,0.17750853606386285,0.1656574991631465
2020-03-02 12:00:00,426989.4548999999,-277217.7288999999,149771.72600000002,85496103.0,79913583.0,12305.0,0.18741710780256218,0.17517959385821366
