entry_nope,exit_nope,stop_loss_nope,success_rate,total_trades,total_PNL,mean_of_returns,standard_deviation,average_hold_time,median_hold_time
-120.0,-110.0,-1000.0,0.7407407407407407,81.0,14.720999999999776,0.18174074074073798,1.048601864124055,37.34567901234568,20.0
-120.0,-105.0,-1000.0,0.7101449275362319,69.0,8.271999999999878,0.11988405797101272,1.1987988048855651,48.405797101449274,30.0
-120.0,-100.0,-1000.0,0.71875,64.0,10.031000000000063,0.15673437500000098,1.2732934703581673,55.15625,35.0
-120.0,-95.0,-1000.0,0.6896551724137931,58.0,7.169000000000096,0.12360344827586373,1.3127248471017958,63.87931034482759,45.0
-120.0,-90.0,-1000.0,0.5961538461538461,52.0,-0.014000000000010004,-0.0002692307692309616,1.4385196382472272,77.11538461538461,45.0
-120.0,-85.0,-1000.0,0.5686274509803921,51.0,3.8430000000001883,0.07535294117647429,1.423330682919882,83.82352941176471,55.0
-120.0,-80.0,-1000.0,0.5625,48.0,2.846000000000231,0.05929166666667148,1.48631420403647,93.125,62.5
-120.0,-75.0,-1000.0,0.574468085106383,47.0,4.1550000000002,0.08840425531915319,1.5144331937204658,97.65957446808511,65.0
-120.0,-70.0,-1000.0,0.5909090909090909,44.0,-1.2529999999998722,-0.028477272727269822,1.7165517691627141,109.31818181818181,85.0
-120.0,-65.0,-1000.0,0.6046511627906976,43.0,-0.36499999999983856,-0.008488372093019501,1.8379433947977342,116.27906976744185,90.0
-120.0,-60.0,-1000.0,0.5952380952380952,42.0,1.4890000000001464,0.03545238095238444,1.9466700799355137,124.64285714285714,90.0
-120.0,-55.0,-1000.0,0.5952380952380952,42.0,2.8890000000002374,0.06878571428571993,2.0613993416232104,128.92857142857142,95.0
-120.0,-50.0,-1000.0,0.6341463414634146,41.0,2.074000000000183,0.050585365853662995,2.236113078263371,136.09756097560975,100.0
-120.0,-45.0,-1000.0,0.625,40.0,-0.6859999999998081,-0.017149999999995204,2.1967319380598793,148.375,112.5
-120.0,-40.0,-1000.0,0.625,40.0,0.2840000000003329,0.007100000000008322,2.2090328873595135,152.125,117.5
-120.0,-35.0,-1000.0,0.625,40.0,-0.6199999999997772,-0.01549999999999443,2.29995350008736,158.5,127.5
-120.0,-30.0,-1000.0,0.625,40.0,1.5600000000002296,0.03900000000000574,2.3402474556862884,159.375,130.0
-120.0,-25.0,-1000.0,0.6153846153846154,39.0,-2.3609999999998763,-0.06053846153845837,2.269703549459518,166.28205128205127,135.0
-120.0,-20.0,-1000.0,0.6153846153846154,39.0,-0.6379999999998631,-0.016358974358970848,2.301391987096632,173.46153846153845,140.0
-120.0,-15.0,-1000.0,0.6153846153846154,39.0,0.16400000000021464,0.0042051282051337084,2.326037812285847,179.87179487179486,165.0
-120.0,-10.0,-1000.0,0.6153846153846154,39.0,0.8030000000002815,0.020589743589750808,2.3443703533307723,181.28205128205127,165.0
-120.0,-5.0,-1000.0,0.6153846153846154,39.0,0.3050000000003479,0.00782051282052174,2.3487203780580184,184.23076923076923,165.0
-120.0,0.0,-1000.0,0.6052631578947368,38.0,-0.19199999999983675,-0.0050526315789430724,2.4071653616310025,194.21052631578948,225.0
-115.0,-105.0,-1000.0,0.7317073170731707,82.0,7.8599999999999,0.09585365853658415,1.1608011507804086,44.02439024390244,20.0
-115.0,-100.0,-1000.0,0.7368421052631579,76.0,9.962000000000103,0.1310789473684224,1.2370540248311224,50.328947368421055,30.0
-115.0,-95.0,-1000.0,0.6811594202898551,69.0,7.379000000000133,0.10694202898550917,1.2778312956409223,57.7536231884058,40.0
-115.0,-90.0,-1000.0,0.6166666666666667,60.0,-3.9489999999999554,-0.06581666666666593,1.4929247088042314,71.75,45.0
-115.0,-85.0,-1000.0,0.5932203389830508,59.0,0.47000000000025466,0.007966101694919571,1.4664548615283257,77.71186440677967,50.0
-115.0,-80.0,-1000.0,0.5892857142857143,56.0,0.3510000000002833,0.006267857142862202,1.5374646365904598,85.08928571428571,52.5
-115.0,-75.0,-1000.0,0.6181818181818182,55.0,1.7200000000002547,0.0312727272727319,1.5601170000586684,89.36363636363636,60.0
-115.0,-70.0,-1000.0,0.6470588235294118,51.0,-3.20699999999988,-0.06288235294117411,1.842952822478737,101.37254901960785,65.0
-115.0,-65.0,-1000.0,0.66,50.0,0.34100000000023556,0.006820000000004711,1.9270919689352353,107.4,65.0
-115.0,-60.0,-1000.0,0.6530612244897959,49.0,2.5640000000002487,0.052326530612249976,2.004339411000487,114.38775510204081,70.0
-115.0,-55.0,-1000.0,0.6458333333333334,48.0,3.44800000000032,0.07183333333334001,2.1239262051264123,119.89583333333333,82.5
-115.0,-50.0,-1000.0,0.6739130434782609,46.0,2.2470000000002415,0.04884782608696177,2.302758876433907,131.19565217391303,95.0
-115.0,-45.0,-1000.0,0.6666666666666666,45.0,0.13100000000025602,0.0029111111111168003,2.2905212568939013,142.0,105.0
-115.0,-40.0,-1000.0,0.6666666666666666,45.0,1.2670000000003938,0.02815555555556431,2.303718673200467,145.77777777777777,110.0
-115.0,-35.0,-1000.0,0.6666666666666666,45.0,1.1980000000002633,0.026622222222228074,2.3988808876497587,152.55555555555554,125.0
-115.0,-30.0,-1000.0,0.6666666666666666,45.0,2.8630000000002838,0.06362222222222853,2.4285861795112624,153.88888888888889,130.0
-115.0,-25.0,-1000.0,0.6590909090909091,44.0,-1.0579999999998222,-0.024045454545450505,2.371917338009679,159.88636363636363,132.5
-115.0,-20.0,-1000.0,0.6590909090909091,44.0,1.172000000000196,0.02663636363636809,2.407434715876018,166.70454545454547,140.0
-115.0,-15.0,-1000.0,0.6590909090909091,44.0,2.0140000000002374,0.04577272727273267,2.4289883324624832,173.29545454545453,157.5
-115.0,-10.0,-1000.0,0.6590909090909091,44.0,3.052000000000305,0.0693636363636433,2.4470544047981986,174.6590909090909,157.5
-115.0,-5.0,-1000.0,0.6590909090909091,44.0,2.5540000000003715,0.05804545454546299,2.4509718523764477,177.27272727272728,157.5
-115.0,0.0,-1000.0,0.6511627906976745,43.0,2.148000000000195,0.04995348837209756,2.51426732633213,190.0,195.0
-110.0,-100.0,-1000.0,0.7604166666666666,96.0,9.842999999999904,0.102531249999999,1.104519109011271,43.020833333333336,20.0
-110.0,-95.0,-1000.0,0.7093023255813954,86.0,7.232999999999947,0.08410465116279009,1.1557224786871716,50.05813953488372,20.0
-110.0,-90.0,-1000.0,0.6621621621621622,74.0,-3.154000000000053,-0.04262162162162234,1.3876187220855267,62.63513513513514,25.0
-110.0,-85.0,-1000.0,0.6376811594202898,69.0,-0.1849999999998886,-0.00268115942028824,1.4028025467188845,70.8695652173913,30.0
-110.0,-80.0,-1000.0,0.6153846153846154,65.0,-1.0809999999998468,-0.016630769230766874,1.4602594115562004,77.3076923076923,40.0
-110.0,-75.0,-1000.0,0.640625,64.0,0.4380000000001587,0.00684375000000248,1.475025813266192,80.9375,47.5
-110.0,-70.0,-1000.0,0.6666666666666666,60.0,-4.838999999999999,-0.08064999999999997,1.7413948317855656,91.16666666666667,50.0
-110.0,-65.0,-1000.0,0.6724137931034483,58.0,-2.7059999999999036,-0.04665517241379144,1.81223681260832,98.70689655172414,57.5
-110.0,-60.0,-1000.0,0.6666666666666666,57.0,-0.36299999999988586,-0.006368421052629577,1.8997431558688826,105.08771929824562,60.0
-110.0,-55.0,-1000.0,0.6607142857142857,56.0,0.6910000000001446,0.012339285714288297,2.016379818809266,110.0,67.5
-110.0,-50.0,-1000.0,0.6792452830188679,53.0,-1.8309999999999036,-0.03454716981131894,2.1820929752281177,121.50943396226415,80.0
-110.0,-45.0,-1000.0,0.6730769230769231,52.0,-2.9769999999999186,-0.057249999999998434,2.1888795403486343,130.09615384615384,87.5
-110.0,-40.0,-1000.0,0.6666666666666666,51.0,-3.7319999999997435,-0.07317647058823026,2.20573415175884,135.7843137254902,100.0
-110.0,-35.0,-1000.0,0.6666666666666666,51.0,-3.560999999999922,-0.06982352941176317,2.29918534012273,142.94117647058823,125.0
-110.0,-30.0,-1000.0,0.6666666666666666,51.0,-3.3959999999999013,-0.06658823529411571,2.3146571424422246,146.86274509803923,130.0
-110.0,-25.0,-1000.0,0.66,50.0,-7.317000000000007,-0.14634000000000014,2.252683801737878,152.0,130.0
-110.0,-20.0,-1000.0,0.6530612244897959,49.0,-6.401999999999987,-0.13065306122448953,2.3012040105038833,159.89795918367346,140.0
-110.0,-15.0,-1000.0,0.6458333333333334,48.0,-6.609999999999957,-0.13770833333333243,2.337294289123988,168.75,150.0
-110.0,-10.0,-1000.0,0.6458333333333334,48.0,-5.571999999999889,-0.11608333333333103,2.35620165695276,170.0,150.0
-110.0,-5.0,-1000.0,0.625,48.0,-6.069999999999823,-0.12645833333332965,2.363044429745311,172.39583333333334,150.0
-110.0,0.0,-1000.0,0.6170212765957447,47.0,-6.475999999999999,-0.13778723404255316,2.4104857614017168,183.93617021276594,190.0
